코드,종목명,시장,시가총액
032685,소프트센우,KOSDAQ,1677007000
004415,서울식품우,KOSPI,1668375000
266170,레드우즈,KONEX,1366092000
279060,이노벡스,KONEX,1127904590
069500,KODEX 200,ETF,272720
360750,TIGER 미국S&P500,ETF,188170
396500,TIGER 반도체TOP10,ETF,124708
133690,TIGER 미국나스닥100,ETF,108891
102110,TIGER 200,ETF,107423
379800,KODEX 미국S&P500,ETF,96361
122630,KODEX 레버리지,ETF,85722
278530,KODEX 200TR,ETF,85008
379810,KODEX 미국나스닥100,ETF,83844
488770,KODEX 머니마켓액티브,ETF,79630
459580,KODEX CD금리액티브(합성),ETF,72891
381180,TIGER 미국필라델피아반도체나스닥,ETF,62856
091160,KODEX 반도체,ETF,62264
498400,KODEX 200타겟위클리커버드콜,ETF,61666
0167A0,SOL AI반도체TOP2플러스,ETF,55956
310970,TIGER MSCI Korea TR,ETF,55208
229200,KODEX 코스닥150,ETF,48504
395270,HANARO Fn K-반도체,ETF,46461
148020,RISE 200,ETF,45908
411060,ACE KRX금현물,ETF,43144
273130,KODEX 종합채권(AA-이상)액티브,ETF,42646
423160,KODEX KOFR금리액티브(합성),ETF,41673
381170,TIGER 미국테크TOP10 INDXX,ETF,40741
360200,ACE 미국S&P500,ETF,39987
395160,KODEX AI반도체TOP2플러스,ETF,39588
102780,KODEX 삼성그룹,ETF,39078
458730,TIGER 미국배당다우존스,ETF,38479
357870,TIGER CD금리투자KIS(합성),ETF,38456
487240,KODEX AI전력핵심설비,ETF,35947
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,ETF,34899
367380,ACE 미국나스닥100,ETF,34680
233740,KODEX 코스닥150레버리지,ETF,32266
278540,KODEX MSCI Korea TR,ETF,29675
481050,KODEX CD1년금리플러스액티브(합성),ETF,29140
0043B0,TIGER 머니마켓액티브,ETF,28572
139260,TIGER 200 IT,ETF,27879
455890,RISE 머니마켓액티브,ETF,26914
0193T0,KODEX SK하이닉스단일종목레버리지,ETF,25648
456600,TIME 글로벌AI인공지능액티브,ETF,24458
292150,TIGER 코리아TOP10,ETF,24380
161510,PLUS 고배당주,ETF,24182
0183J0,TIGER 미국우주테크,ETF,22353
284430,KODEX 200미국채혼합,ETF,22094
426030,TIME 미국나스닥100액티브,ETF,21996
449170,TIGER KOFR금리액티브(합성),ETF,21750
385540,RISE 종합채권(A-이상)액티브,ETF,21617
294400,KIWOOM 200TR,ETF,21400
214980,KODEX 단기채권PLUS,ETF,20750
0193W0,KODEX 삼성전자단일종목레버리지,ETF,20692
487230,KODEX 미국AI전력핵심인프라,ETF,18904
305720,KODEX 2차전지산업,ETF,18475
486290,TIGER 미국나스닥100타겟데일리커버드콜,ETF,18400
152100,PLUS 200,ETF,18357
105190,ACE 200,ETF,18325
472150,TIGER 배당커버드콜액티브,ETF,18157
494310,KODEX 반도체레버리지,ETF,17986
315930,KODEX Top5PlusTR,ETF,17944
446770,ACE 글로벌반도체TOP4 Plus,ETF,17517
466920,SOL 조선TOP3플러스,ETF,17400
0195S0,TIGER SK하이닉스단일종목레버리지,ETF,17293
453850,ACE 미국30년국채액티브(H),ETF,17150
441640,KODEX 미국배당커버드콜액티브,ETF,15952
368590,RISE 미국나스닥100,ETF,15615
091230,TIGER 반도체,ETF,15494
379780,RISE 미국S&P500,ETF,15252
232080,TIGER 코스닥150,ETF,14900
477080,RISE CD금리액티브(합성),ETF,14644
475630,TIGER CD1년금리액티브(합성),ETF,14518
329200,TIGER 리츠부동산인프라,ETF,14183
445290,KODEX 로봇액티브,ETF,14183
442580,PLUS 글로벌HBM반도체,ETF,14001
488080,TIGER 반도체TOP10레버리지,ETF,13890
390390,KODEX 미국반도체,ETF,13810
157450,TIGER 단기통안채,ETF,13222
0072R0,TIGER KRX금현물,ETF,13197
449450,PLUS K방산,ETF,12948
448330,KODEX 삼성전자채권혼합,ETF,12923
497570,TIGER 미국필라델피아AI반도체나스닥,ETF,12873
436140,SOL 종합채권(AA-이상)액티브,ETF,12866
469150,ACE AI반도체TOP3+,ETF,12431
494890,KODEX 200액티브,ETF,12230
0195R0,TIGER 삼성전자단일종목레버리지,ETF,12162
0139F0,TIGER 12월자동연장금융채(AA-이상)액티브,ETF,11968
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,ETF,11903
469830,SOL 초단기채권액티브,ETF,11852
0117L0,KODEX 26-12 금융채(AA-이상)액티브,ETF,11800
356540,ACE 종합채권(AA-이상)액티브,ETF,11568
438080,ACE 미국S&P500미국채혼합50액티브,ETF,11453
0117V0,TIGER 코리아AI전력기기TOP3플러스,ETF,11135
252670,KODEX 200선물인버스2X,ETF,11121
495050,RISE 코리아밸류업,ETF,11076
226490,KODEX 코스피,ETF,11022
114800,KODEX 인버스,ETF,10959
237350,KODEX 코스피100,ETF,10930
451540,TIGER 종합채권(AA-이상)액티브,ETF,10902
465580,ACE 미국빅테크TOP7 Plus,ETF,10886
455850,SOL AI반도체소부장,ETF,10810
457480,ACE 테슬라밸류체인액티브,ETF,10543
371460,TIGER 차이나전기차SOLACTIVE,ETF,10466
305540,TIGER 2차전지테마,ETF,10287
446720,SOL 미국배당다우존스,ETF,10060
479520,RISE KOFR금리액티브(합성),ETF,10047
367760,RISE 네트워크인프라,ETF,9971
243880,TIGER 200IT레버리지,ETF,9495
423920,TIGER 미국필라델피아반도체레버리지(합성),ETF,9283
441800,TIME Korea플러스배당액티브,ETF,9152
449180,KODEX 미국S&P500(H),ETF,9105
138540,TIGER 현대차그룹플러스,ETF,9066
402970,ACE 미국배당다우존스,ETF,9052
476550,TIGER 미국30년국채커버드콜액티브(H),ETF,9051
475720,RISE 200위클리커버드콜,ETF,8965
487340,ACE 머니마켓액티브,ETF,8911
385560,RISE KIS국고채30년Enhanced,ETF,8883
069660,KIWOOM 200,ETF,8794
479080,1Q 머니마켓액티브,ETF,8781
494300,KODEX 미국나스닥100데일리커버드콜OTM,ETF,8678
144600,KODEX 은선물(H),ETF,8667
438100,ACE 미국나스닥100미국채혼합50액티브,ETF,8661
102970,KODEX 증권,ETF,8639
481060,KODEX 미국30년국채타겟커버드콜(합성 H),ETF,8630
153130,KODEX 단기채권,ETF,8612
434730,HANARO 원자력iSelect,ETF,8473
466940,TIGER 은행고배당플러스TOP10,ETF,8363
495850,KODEX 코리아밸류업,ETF,8180
491010,TIGER 글로벌AI전력인프라액티브,ETF,7837
272580,TIGER 단기채권액티브,ETF,7789
295040,SOL 200TR,ETF,7784
0061Z0,RISE 단기특수은행채액티브,ETF,7685
490590,RISE 미국AI밸류체인데일리고정커버드콜,ETF,7486
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,ETF,7402
458760,TIGER 미국배당다우존스타겟커버드콜2호,ETF,7338
0025N0,TIGER TDF2045 적격,ETF,7241
371160,TIGER 차이나항셍테크,ETF,7193
0167Z0,KODEX 미국우주항공,ETF,7080
463250,TIGER K방산&우주,ETF,7055
0190C0,RISE 현대차고정피지컬AI,ETF,7036
0101N0,RISE AI전력인프라,ETF,7028
0177R0,TIGER 반도체TOP10커버드콜액티브,ETF,7023
455030,KODEX 미국달러SOFR금리액티브(합성),ETF,6902
494670,TIGER 조선TOP10,ETF,6868
0127P0,ACE 미국대형성장주액티브,ETF,6815
0148J0,TIGER 코리아휴머노이드로봇산업,ETF,6798
0048J0,KODEX 미국머니마켓액티브,ETF,6757
364980,TIGER 2차전지TOP10,ETF,6730
456610,TIGER 미국달러SOFR금리액티브(합성),ETF,6704
0167B0,SOL 200타겟위클리커버드콜,ETF,6682
251600,PLUS 고배당주채권혼합,ETF,6571
0091P0,TIGER 코리아원자력,ETF,6566
444200,SOL 코리아메가테크액티브,ETF,6516
0015B0,KoAct 미국나스닥성장기업액티브,ETF,6510
462330,KODEX 2차전지산업레버리지,ETF,6471
484790,KODEX 미국30년국채액티브(H),ETF,6409
315960,RISE 대형고배당10TR,ETF,6371
314250,KODEX 미국빅테크10(H),ETF,6301
434060,KODEX TDF2050액티브 적격,ETF,6220
462010,TIGER 2차전지소재Fn,ETF,6198
496080,TIGER 코리아밸류업,ETF,6157
482730,TIGER 미국S&P500타겟데일리커버드콜,ETF,6066
0163Y0,KoAct 코스닥액티브,ETF,6026
293180,HANARO 200,ETF,5956
365780,ACE 국고채10년,ETF,5869
091170,KODEX 은행,ETF,5831
0131V0,1Q 미국우주항공테크,ETF,5781
449190,KODEX 미국나스닥100(H),ETF,5771
329750,TIGER 미국달러단기채권액티브,ETF,5765
0105E0,SOL 코리아고배당,ETF,5730
438330,TIGER 우량회사채액티브,ETF,5664
114260,KODEX 국고채3년,ETF,5657
466950,TIGER 글로벌AI액티브,ETF,5635
471230,KODEX 국고채10년액티브,ETF,5571
290130,RISE ESG사회책임투자,ETF,5561
489250,KODEX 미국배당다우존스,ETF,5539
0007F0,KODEX 27-12 회사채(AA-이상)액티브,ETF,5457
473290,KODEX 26-12 회사채(AA-이상)액티브,ETF,5414
361580,RISE 200TR,ETF,5343
483280,KODEX 미국AI테크TOP10타겟커버드콜,ETF,5308
451000,PLUS 종합채권(AA-이상)액티브,ETF,5289
251350,KODEX MSCI선진국,ETF,5270
447770,TIGER 테슬라채권혼합Fn,ETF,5262
091180,KODEX 자동차,ETF,5212
0023A0,SOL 미국양자컴퓨팅TOP10,ETF,5201
277630,TIGER 코스피,ETF,5155
0173Y0,KODEX 미국AI광통신네트워크,ETF,5028
458250,TIGER 미국30년국채스트립액티브(합성 H),ETF,4948
448290,TIGER 미국S&P500(H),ETF,4913
476800,KODEX 한국부동산리츠인프라,ETF,4866
474220,TIGER 미국테크TOP10타겟커버드콜,ETF,4713
480260,TIGER 27-04회사채(A+이상)액티브,ETF,4698
385720,TIME 코스피액티브,ETF,4667
418660,TIGER 미국나스닥100레버리지(합성),ETF,4653
499660,TIGER CD금리플러스액티브(합성),ETF,4620
451060,1Q 200액티브,ETF,4604
491620,RISE 미국테크100데일리고정커버드콜,ETF,4590
490490,SOL 미국배당미국채혼합50,ETF,4553
462900,KoAct 바이오헬스케어액티브,ETF,4409
469070,RISE AI&로봇,ETF,4404
471990,KODEX AI반도체핵심장비,ETF,4396
466930,SOL 자동차TOP3플러스,ETF,4300
0019K0,TIME 미국나스닥100채권혼합50액티브,ETF,4279
435420,TIGER 미국나스닥100채권혼합50,ETF,4209
123320,TIGER 레버리지,ETF,4177
396520,TIGER 차이나반도체FACTSET,ETF,4166
0016X0,SOL 중단기회사채(A-이상)액티브,ETF,4138
0080G0,KODEX 방산TOP10,ETF,4108
385510,KODEX 신재생에너지액티브,ETF,4068
439870,KODEX 국고채30년액티브,ETF,3979
148070,KIWOOM 국고채10년,ETF,3933
385550,RISE 단기채권알파액티브,ETF,3905
0060H0,TIGER 토탈월드스탁액티브,ETF,3848
270810,RISE 코스닥150,ETF,3835
453810,KODEX 인도Nifty50,ETF,3817
477050,PLUS 머니마켓액티브,ETF,3807
0144L0,KODEX 미국성장커버드콜액티브,ETF,3797
0040Y0,SOL 팔란티어커버드콜OTM채권혼합,ETF,3762
310960,TIGER 200TR,ETF,3753
454780,KIWOOM 종합채권(AA-이상)액티브,ETF,3748
0052D0,TIGER 코리아배당다우존스,ETF,3738
157500,TIGER 증권,ETF,3732
456880,ACE 미국달러SOFR금리(합성),ETF,3688
448300,TIGER 미국나스닥100(H),ETF,3687
426020,TIME 미국S&P500액티브,ETF,3670
279530,KODEX 고배당주,ETF,3651
439860,KODEX ESG종합채권(A-이상)액티브,ETF,3649
132030,KODEX 골드선물(H),ETF,3593
483320,ACE 엔비디아밸류체인액티브,ETF,3591
241180,TIGER 일본니케이225,ETF,3584
0043Y0,TIME 차이나AI테크액티브,ETF,3576
453870,TIGER 인도니프티50,ETF,3572
474590,WON 반도체밸류체인액티브,ETF,3557
473330,SOL 미국30년국채커버드콜(합성),ETF,3542
307520,TIGER 지주회사,ETF,3539
0053L0,TIGER 차이나휴머노이드로봇,ETF,3526
472170,TIGER 미국테크TOP10채권혼합,ETF,3497
0162Y0,TIME 코스닥액티브,ETF,3473
441680,TIGER 미국나스닥100커버드콜(합성),ETF,3467
448630,RISE 삼성그룹Top3채권혼합,ETF,3431
139230,TIGER 200 중공업,ETF,3429
495230,KoAct 코리아밸류업액티브,ETF,3321
484880,SOL 금융지주플러스고배당,ETF,3321
388420,RISE 비메모리반도체액티브,ETF,3317
478150,TIME 글로벌우주테크&방산액티브,ETF,3301
483340,ACE 구글밸류체인액티브,ETF,3296
485540,KODEX 미국AI테크TOP10,ETF,3275
0046A0,TIGER 미국초단기(3개월이하)국채,ETF,3256
475080,KODEX 테슬라커버드콜채권혼합액티브,ETF,3253
0038A0,KODEX 미국휴머노이드로봇,ETF,3225
461490,RISE 글로벌자산배분액티브,ETF,3206
283580,KODEX 차이나CSI300,ETF,3170
433500,ACE 원자력TOP10,ETF,3166
245710,ACE 베트남VN30(합성),ETF,3156
0026S0,1Q 미국S&P500,ETF,3136
481190,SOL 미국테크TOP10,ETF,3128
433330,SOL 미국S&P500,ETF,3094
489030,PLUS 고배당주위클리커버드콜,ETF,3079
471040,KoAct 글로벌AI&로봇액티브,ETF,3045
190620,ACE 단기통안채,ETF,3007
472920,HK 종합채권(AA-이상)액티브,ETF,2978
476760,ACE 미국30년국채액티브,ETF,2949
267770,TIGER 200선물레버리지,ETF,2939
0052S0,1Q 미국S&P500미국채혼합50액티브,ETF,2899
363570,KODEX 장기종합채권(AA-이상)액티브,ETF,2854
471780,TIGER 코리아테크액티브,ETF,2833
271050,KODEX WTI원유선물인버스(H),ETF,2823
486450,SOL 미국AI전력인프라,ETF,2822
213610,KODEX 삼성그룹밸류,ETF,2819
0111P0,1Q 미국나스닥100미국채혼합50액티브,ETF,2819
442320,RISE 글로벌원자력,ETF,2796
0094K0,TIGER 28-04 회사채(A+이상)액티브,ETF,2777
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),ETF,2766
196230,RISE 단기통안채,ETF,2760
273140,KODEX 단기변동금리부채권액티브,ETF,2752
472870,RISE 미국30년국채엔화노출(합성 H),ETF,2749
442570,RISE TDF2050액티브 적격,ETF,2728
364970,TIGER 바이오TOP10,ETF,2715
463050,TIME K바이오액티브,ETF,2708
421320,PLUS 우주항공,ETF,2707
495060,TIME 코리아밸류업액티브,ETF,2703
0098F0,KODEX 원자력SMR,ETF,2700
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,ETF,2680
0047A0,TIGER 차이나테크TOP10,ETF,2660
302450,RISE 코스피,ETF,2656
458260,TIGER 미국투자등급회사채액티브(H),ETF,2625
498270,KIWOOM 미국양자컴퓨팅,ETF,2600
302190,TIGER 중장기국채,ETF,2598
437080,KODEX 미국종합채권ESG액티브(H),ETF,2589
363580,KODEX 200IT TR,ETF,2581
423170,SOL 글로벌AI반도체탑픽액티브,ETF,2558
488980,SOL 26-12 회사채(AA-이상)액티브,ETF,2545
409820,KODEX 미국나스닥100레버리지(합성 H),ETF,2525
0092C0,SOL 27-12 회사채(AA-이상)액티브,ETF,2511
0005G0,IBK K-AI반도체코어테크,ETF,2493
472160,TIGER 미국테크TOP10 INDXX(H),ETF,2486
448540,ACE 엔비디아채권혼합,ETF,2476
414780,TIGER 차이나과창판STAR50(합성),ETF,2462
422420,RISE 2차전지액티브,ETF,2458
0104N0,TIGER 200타겟위클리커버드콜,ETF,2454
0180V0,ACE 미국우주테크액티브,ETF,2436
261260,KODEX 미국달러선물인버스2X,ETF,2433
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,ETF,2431
497880,SOL CD금리&머니마켓액티브,ETF,2427
329650,KODEX TRF3070,ETF,2411
305080,TIGER 미국채10년선물,ETF,2402
473460,KODEX 미국서학개미,ETF,2389
228790,TIGER 화장품,ETF,2385
0048K0,KODEX 차이나휴머노이드로봇,ETF,2367
463290,1Q 단기금융채액티브,ETF,2361
266160,RISE 고배당,ETF,2355
0089D0,KODEX 금융고배당TOP10,ETF,2352
0151S0,KODEX 미국AI반도체TOP3플러스,ETF,2350
0182R0,1Q K반도체TOP2+,ETF,2319
490090,TIGER 미국AI빅테크10,ETF,2305
476450,KIWOOM 머니마켓액티브,ETF,2291
244580,KODEX 바이오,ETF,2276
332930,HANARO 200TR,ETF,2272
496020,WON 전단채플러스액티브,ETF,2249
0151P0,RISE 코리아전략산업액티브,ETF,2246
491610,1Q CD금리액티브(합성),ETF,2222
495550,SOL 코리아밸류업TR,ETF,2162
0190G0,KODEX 반도체타겟위클리커버드콜,ETF,2120
117700,KODEX 건설,ETF,2093
452360,SOL 미국배당다우존스(H),ETF,2093
0115D0,KODEX 조선TOP10,ETF,2087
0119H0,KODEX 28-12 회사채(AA-이상)액티브,ETF,2073
337160,KODEX 200ESG,ETF,2038
0093A0,RISE AI반도체TOP10,ETF,2025
0051G0,SOL 미국원자력SMR,ETF,1995
0040X0,SOL 팔란티어미국채커버드콜혼합,ETF,1988
0064K0,KODEX 금액티브,ETF,1973
122090,PLUS 코스피50,ETF,1970
403790,MIDAS 코스피액티브,ETF,1969
251340,KODEX 코스닥150선물인버스,ETF,1964
160580,TIGER 구리실물,ETF,1957
461270,ACE 26-06 회사채(AA-이상)액티브,ETF,1956
461950,KODEX 2차전지핵심소재10,ETF,1948
332500,ACE 200TR,ETF,1914
480040,ACE 미국반도체데일리타겟커버드콜(합성),ETF,1873
491820,HANARO 전력설비투자,ETF,1853
0122W0,RISE 26-11 회사채(AA-이상)액티브,ETF,1851
0069M0,1Q 미국나스닥100,ETF,1844
130730,KIWOOM 단기자금,ETF,1835
200250,KIWOOM 인도Nifty50(합성),ETF,1814
233160,TIGER 코스닥150 레버리지,ETF,1804
0091C0,KODEX 미국10년국채액티브(H),ETF,1793
0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,ETF,1790
138520,TIGER 삼성그룹,ETF,1786
0000J0,PLUS 한화그룹주,ETF,1786
458210,KIWOOM CD금리액티브(합성),ETF,1772
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),ETF,1765
0005A0,KODEX 미국S&P500데일리커버드콜OTM,ETF,1751
0182S0,1Q K반도체TOP2채권혼합50,ETF,1738
0153K0,KODEX 주주환원고배당주,ETF,1731
494220,UNICORN SK하이닉스밸류체인액티브,ETF,1723
464240,KIWOOM 26-09회사채(AA-이상)액티브,ETF,1718
0082V0,KODEX TDF2060액티브 적격,ETF,1716
237370,KODEX 코리아배당성장채권혼합,ETF,1711
0094M0,RISE 코리아밸류업위클리고정커버드콜,ETF,1698
325010,KODEX 성장주,ETF,1676
0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,ETF,1667
433980,KODEX TDF2040액티브 적격,ETF,1663
480030,ACE 미국500데일리타겟커버드콜(합성),ETF,1655
0192Z0,TIGER 중기종합채권(A-이상)액티브,ETF,1654
0005D0,SOL 전고체배터리&실리콘음극재,ETF,1648
429000,TIGER 미국S&P500배당귀족,ETF,1643
471760,TIGER AI반도체핵심공정,ETF,1634
412570,TIGER 2차전지TOP10레버리지,ETF,1633
483290,KODEX 미국배당다우존스타겟커버드콜,ETF,1628
272560,RISE 단기국공채액티브,ETF,1617
304660,KODEX 미국30년국채울트라선물(H),ETF,1594
0080Y0,SOL 조선TOP3플러스레버리지,ETF,1594
0074K0,KoAct K수출핵심기업TOP30액티브,ETF,1586
481180,SOL 미국AI소프트웨어,ETF,1581
377990,TIGER Fn신재생에너지,ETF,1580
0176E0,RISE 미국AI전력인프라액티브,ETF,1578
192090,TIGER 차이나CSI300,ETF,1564
152870,파워 200,ETF,1563
143860,TIGER 헬스케어,ETF,1553
495330,1Q 코리아밸류업,ETF,1549
138530,TIGER LG그룹플러스,ETF,1548
0123G0,TIGER 미국AI전력SMR,ETF,1543
354500,ACE 코스닥150,ETF,1536
451530,TIGER 국고채30년스트립액티브,ETF,1529
219480,KODEX 미국S&P500선물(H),ETF,1497
139220,TIGER 200 건설,ETF,1491
325020,KODEX 배당가치,ETF,1487
0127M0,ACE 미국대형가치주액티브,ETF,1481
411420,KODEX 미국나스닥AI테크액티브,ETF,1481
367770,RISE 수소경제테마,ETF,1476
182480,TIGER 미국MSCI리츠(합성 H),ETF,1452
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),ETF,1443
490600,RISE 미국배당100데일리고정커버드콜,ETF,1435
136340,RISE 중기우량회사채,ETF,1434
0092B0,SOL 한국원자력SMR,ETF,1420
372330,KODEX 차이나항셍테크,ETF,1407
245340,TIGER 미국다우존스30,ETF,1404
328370,PLUS 코스피TR,ETF,1382
0168K0,TIGER 기술이전바이오액티브,ETF,1376
454320,HANARO CAPEX설비투자iSelect,ETF,1376
457990,PLUS 태양광&ESS,ETF,1369
0104H0,KoAct 미국나스닥채권혼합50액티브,ETF,1362
0099L0,ACE 우량회사채(AA-이상)액티브,ETF,1361
326240,RISE IT플러스,ETF,1358
464930,TIGER 글로벌혁신블루칩TOP10,ETF,1340
114820,TIGER 국채3년,ETF,1333
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,ETF,1329
0177X0,ACE K휴머노이드로봇산업TOP2+,ETF,1311
0131W0,1Q 단기특수은행채액티브,ETF,1307
332940,HANARO MSCI Korea TR,ETF,1303
494330,ACE 라이프자산주주가치액티브,ETF,1301
266370,KODEX IT,ETF,1289
0035T0,PLUS 글로벌휴머노이드로봇액티브,ETF,1285
0041E0,KODEX 미국S&P500액티브,ETF,1282
464310,TIGER 글로벌AI&로보틱스 INDXX,ETF,1281
0036R0,RISE 미국휴머노이드로봇,ETF,1276
455860,SOL 2차전지소부장Fn,ETF,1276
204480,TIGER 차이나CSI300레버리지(합성),ETF,1276
168580,ACE 중국본토CSI300,ETF,1267
448100,WON 200,ETF,1246
399110,SOL 미국S&P500ESG,ETF,1241
309230,ACE 미국WideMoat동일가중,ETF,1236
476030,SOL 미국나스닥100,ETF,1231
0000Y0,HK 26-12 회사채(AA-이상)액티브,ETF,1224
261270,KODEX 미국달러선물인버스,ETF,1223
447620,SOL 미국TOP5채권혼합50,ETF,1205
319640,TIGER 골드선물(H),ETF,1192
0142D0,TIGER 미국AI데이터센터TOP4Plus,ETF,1188
0132K0,PLUS 테슬라위클리커버드콜채권혼합,ETF,1187
496090,KIWOOM 코리아밸류업,ETF,1169
488500,TIGER 미국S&P500동일가중,ETF,1163
498180,파워 종합채권(AA-이상)액티브,ETF,1144
491230,PLUS 국공채머니마켓액티브,ETF,1137
304940,KODEX 미국나스닥100선물(H),ETF,1135
476850,KoAct 배당성장액티브,ETF,1128
0007N0,아이엠에셋 200,ETF,1122
0191W0,HANARO 중기종합채권(A-이상)액티브,ETF,1115
0181L0,SOL 미국우주항공TOP10,ETF,1112
0138Y0,PLUS 금채권혼합,ETF,1089
252400,RISE 200선물레버리지,ETF,1078
468380,KODEX iShares미국하이일드액티브,ETF,1075
0135Y0,IBK 중기종합채권(AA-이상)액티브,ETF,1073
306950,KODEX KRX300레버리지,ETF,1072
490480,SOL K방산,ETF,1071
0194M0,ACE 삼성전자단일종목레버리지,ETF,1070
0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,ETF,1061
475050,ACE KPOP포커스,ETF,1059
486240,DAISHIN343 AI반도체&인프라액티브,ETF,1056
114100,RISE 국고채3년,ETF,1053
469170,ACE 포스코그룹포커스,ETF,1051
308620,KODEX 미국10년국채선물,ETF,1047
463680,KODEX 미국S&P500테크놀로지,ETF,1043
0091M0,HANARO 27-06 회사채(AA-이상)액티브,ETF,1041
0174B0,KoAct 글로벌AI메모리반도체액티브,ETF,1041
475300,SOL 반도체전공정,ETF,1040
0184L0,PLUS 중기종합채권(A-이상)액티브,ETF,1037
449770,KIWOOM 미국S&P500,ETF,1026
465780,마이티 26-09 특수채(AAA)액티브,ETF,1018
108450,ACE 삼성그룹섹터가중,ETF,1013
479620,SOL 미국AI반도체칩메이커,ETF,1013
412770,TIGER 글로벌AI플랫폼액티브,ETF,1006
0199C0,ACE 고배당주Plus커버드콜액티브,ETF,1005
438570,SOL 국고채10년,ETF,1003
0085P0,ACE 미국10년국채액티브,ETF,997
0066W0,SOL 국제금,ETF,986
485690,RISE 미국AI밸류체인TOP3Plus,ETF,985
495040,PLUS 코리아밸류업,ETF,982
211900,KODEX 코리아배당성장,ETF,977
298770,KODEX 한국대만IT프리미어,ETF,975
269540,PLUS 미국S&P500(H),ETF,967
359210,KODEX 코스피TR,ETF,966
481430,RISE 국고채10년액티브,ETF,965
0190Y0,TIGER 구글밸류체인,ETF,954
195980,PLUS 신흥국MSCI(합성 H),ETF,947
473440,ACE 11월만기자동연장회사채AA-이상액티브,ETF,936
143850,TIGER 미국S&P500선물(H),ETF,936
304780,HANARO 200선물레버리지,ETF,935
292190,KODEX KRX300,ETF,932
492500,1Q 현대차그룹채권(A+이상)&국고통안,ETF,926
272910,ACE 중장기국공채액티브,ETF,910
157490,TIGER 소프트웨어,ETF,909
329660,KODEX TRF5050,ETF,901
329670,KODEX TRF7030,ETF,897
0102A0,TIGER 미국AI소프트웨어TOP4Plus,ETF,896
0052T0,1Q 중단기회사채(A-이상)액티브,ETF,892
0162L0,KODEX 차이나AI반도체TOP10,ETF,886
433970,KODEX TDF2030액티브 적격,ETF,882
460960,ACE 글로벌인컴TOP10,ETF,879
203780,TIGER 미국나스닥바이오,ETF,878
364960,TIGER BBIG,ETF,877
0049M0,ACE 미국배당퀄리티+커버드콜액티브,ETF,876
434960,DAISHIN343 K200,ETF,874
453330,RISE 미국S&P500(H),ETF,874
337140,KODEX 코스피대형주,ETF,870
0018C0,PLUS 고배당주위클리고정커버드콜,ETF,869
0181B0,HANARO 미국AI메모리반도체TOP4+,ETF,868
0113D0,TIME 글로벌탑픽액티브,ETF,863
0017Y0,1Q 종합채권(AA-이상)액티브,ETF,854
487130,KoAct AI인프라액티브,ETF,853
0192L0,RISE SK하이닉스단일종목레버리지,ETF,853
441540,HANARO Fn조선해운,ETF,849
0111J0,HANARO 증권고배당TOP3플러스,ETF,848
495750,HANARO 코리아밸류업,ETF,842
0115E0,KODEX 코리아소버린AI,ETF,831
0098N0,PLUS 자사주매입고배당주,ETF,830
461460,PLUS 국고채10년액티브,ETF,829
278240,RISE 코스닥150선물레버리지,ETF,824
228810,TIGER 미디어컨텐츠,ETF,823
211560,TIGER 배당성장,ETF,811
365040,TIGER AI코리아그로스액티브,ETF,806
453080,KIWOOM 미국나스닥100(H),ETF,792
277640,TIGER 코스피대형주,ETF,792
444490,WON 미국S&P500,ETF,790
0022T0,SOL 국제금커버드콜액티브,ETF,788
0089C0,KODEX 미국S&P500변동성확대시커버드콜,ETF,788
253250,KIWOOM 200선물레버리지,ETF,788
210780,TIGER 코스피고배당,ETF,787
0040S0,HANARO 글로벌피지컬AI액티브,ETF,785
458030,WON 국공채머니마켓액티브,ETF,782
228800,TIGER 여행레저,ETF,774
253150,PLUS 200선물레버리지,ETF,772
476750,ACE 미국30년국채엔화노출액티브(H),ETF,762
0000Z0,RISE 바이오TOP10액티브,ETF,760
440910,WON 미국우주항공방산,ETF,759
0118Z0,ACE 미국AI테크핵심산업액티브,ETF,754
0166S0,PLUS K제조업핵심기업액티브,ETF,749
152500,ACE 레버리지,ETF,749
480310,TIGER 글로벌온디바이스AI,ETF,748
491700,HK 200,ETF,744
475280,ACE 8월만기자동연장회사채AA-이상액티브,ETF,743
475310,SOL 반도체후공정,ETF,739
266420,KODEX 헬스케어,ETF,735
469060,RISE 미국반도체NYSE,ETF,733
479730,TIGER 인도빌리언컨슈머,ETF,728
0193L0,PLUS 삼성전자선물단일종목인버스2X,ETF,726
0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),ETF,716
465330,RISE 2차전지TOP10,ETF,709
0194T0,ACE SK하이닉스단일종목레버리지,ETF,708
298340,PLUS 국채선물3년,ETF,708
461500,HANARO 종합채권(AA-이상)액티브,ETF,706
